"work_zip","employer","employer_zip","diff_cases","total_cases","diff_pct","employer_lat","employer_long","employer_address","work_long","work_lat","work_address"
"12206","SYNTEL CONSULTING INC.","48083",3,161,1.86,42.5496035,-83.1112798,"Troy, MI 48083, USA",-73.7860276,42.6757698,"Albany, NY 12206, USA"
"12207","ACCENTURE LLP","60601",5,1274,0.39,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-73.7463147,42.6568958,"Albany, NY 12207, USA"
"12207","KPMG LLP","75201",1,198,0.51,32.7863301,-96.7962528,"Dallas, TX 75201, USA",-73.7463147,42.6568958,"Albany, NY 12207, USA"
"12211","IBM INDIA PRIVATE LIMITED","27709",5,676,0.74,35.8908636,-78.8665733,"Durham, NC 27709, USA",-73.7536695,42.7068178,"Albany, NY 12211, USA"
"12211","COMPUNNEL SOFTWARE GROUP, INC.","08536",3,218,1.38,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-73.7536695,42.7068178,"Albany, NY 12211, USA"
"12212","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-73.7760119,42.7126624,"Albany, NY 12212, USA"
"12226","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-73.8088221,42.6820502,"Albany, NY 12226, USA"
"12234","COMPUNNEL SOFTWARE GROUP, INC.","08536",2,218,0.92,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-73.8459496,42.6912895,"Albany, NY 12234, USA"
"12305","KPMG LLP","75201",1,198,0.51,32.7863301,-96.7962528,"Dallas, TX 75201, USA",-73.9447994,42.8129576,"Schenectady, NY 12305, USA"
"12308","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-73.9183464,42.8162941,"Schenectady, NY 12308, USA"
"12309","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-73.8771901,42.8056144,"Schenectady, NY 12309, USA"
"12309","UST GLOBAL INC.","92656",4,357,1.12,33.5714289,-117.7314729,"Aliso Viejo, CA 92656, USA",-73.8771901,42.8056144,"Schenectady, NY 12309, USA"
"12345","CAPGEMINI AMERICA INC","60606",11,1266,0.87,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-73.9814578,42.8140012,"Schenectady, NY 12345, USA"
"12345","TECH MAHINDRA (AMERICAS), INC.","75093",5,283,1.77,33.0386278,-96.8243812,"Plano, TX 75093, USA",-73.9814578,42.8140012,"Schenectady, NY 12345, USA"
"12345","TECH MAHINDRA (AMERICAS), INC.","75093",5,217,2.3,33.0386278,-96.8243812,"Plano, TX 75093, USA",-73.9814578,42.8140012,"Schenectady, NY 12345, USA"
"12345","UST GLOBAL INC.","92656",1,357,0.28,33.5714289,-117.7314729,"Aliso Viejo, CA 92656, USA",-73.9814578,42.8140012,"Schenectady, NY 12345, USA"
"12345","HEXAWARE TECHNOLOGIES, INC.","08830",1,194,0.52,40.5693929,-74.3176876,"Iselin, NJ 08830, USA",-73.9814578,42.8140012,"Schenectady, NY 12345, USA"
"12345","TECH MAHINDRA (AMERICAS), INC.","75093",1,119,0.84,33.0386278,-96.8243812,"Plano, TX 75093, USA",-73.9814578,42.8140012,"Schenectady, NY 12345, USA"
"12380","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-124.1015204,46.822443,"Sunset Ct, Grayland, WA 98547, USA"
"12601","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-73.9242251,41.7165144,"Poughkeepsie, NY 12601, USA"
"13152","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-76.3868797,42.8802435,"Skaneateles, NY 13152, USA"
"13152","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-76.3868797,42.8802435,"Skaneateles, NY 13152, USA"
"13202","WIPRO LIMITED","08816",4,833,0.48,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-76.1473156,43.0481645,"Syracuse, NY 13202, USA"
"13202","CAPGEMINI AMERICA INC","60606",3,1266,0.24,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-76.1473156,43.0481645,"Syracuse, NY 13202, USA"
"13202","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-76.1473156,43.0481645,"Syracuse, NY 13202, USA"
"13221","IBM INDIA PRIVATE LIMITED","27709",1,676,0.15,35.8908636,-78.8665733,"Durham, NC 27709, USA",-76.1278719,43.1233019,"Syracuse, NY 13221, USA"
"13367","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-75.5742467,43.7456707,"Lowville, NY 13367, USA"
"13424","ERNST & YOUNG U.S. LLP","07094",2,806,0.25,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-75.3528779,43.1601811,"Oriskany, NY 13424, USA"
"13748","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-75.8185314,42.0293491,"Conklin, NY 13748, USA"
"13856","L&T TECHNOLOGY SERVICES LIMITED","08817",2,239,0.84,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-75.1778853,42.150427,"Walton, NY 13856, USA"
"13902","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-75.9065783,42.1017651,"Binghamton, NY 13902, USA"
"14031","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-78.6001482,42.9813122,"Clarence, NY 14031, USA"
"14068","HEXAWARE TECHNOLOGIES, INC.","08830",1,194,0.52,40.5693929,-74.3176876,"Iselin, NJ 08830, USA",-78.7532884,43.0302055,"Getzville, NY 14068, USA"
"14103","HCL AMERICA, INC.","94085",1,799,0.13,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-78.4069732,43.2203105,"Medina, NY 14103, USA"
"14150","CAPGEMINI AMERICA INC","60606",2,1266,0.16,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-78.8722341,43.0083406,"Tonawanda, NY 14150, USA"
"14203","CAPGEMINI AMERICA INC","60606",4,1266,0.32,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-78.8750644,42.8667771,"Buffalo, NY 14203, USA"
"14221","SYNTEL CONSULTING INC.","48083",4,535,0.75,42.5496035,-83.1112798,"Troy, MI 48083, USA",-78.713608,42.9734553,"Buffalo, NY 14221, USA"
"14221","SYNTEL CONSULTING INC.","48083",2,161,1.24,42.5496035,-83.1112798,"Troy, MI 48083, USA",-78.713608,42.9734553,"Buffalo, NY 14221, USA"
"14414","L&T TECHNOLOGY SERVICES LIMITED","08817",3,239,1.26,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-77.7680952,42.884902,"Avon, NY 14414, USA"
"14534","CAPGEMINI AMERICA INC","60606",3,1266,0.24,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-77.5390127,43.0515702,"Pittsford, NY 14534, USA"
"14564","IBM INDIA PRIVATE LIMITED","27709",3,676,0.44,35.8908636,-78.8665733,"Durham, NC 27709, USA",-77.4472495,42.9648362,"Victor, NY 14564, USA"
"14580","HCL AMERICA, INC.","94085",10,799,1.25,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-77.4472495,43.2323638,"Webster, NY 14580, USA"
"14586","ACCENTURE LLP","60601",2,1274,0.16,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-77.6879696,43.0391836,"West Henrietta, NY 14586, USA"
"14604","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-77.6063541,43.1581207,"Rochester, NY 14604, USA"
"14604","IBM INDIA PRIVATE LIMITED","27709",3,676,0.44,35.8908636,-78.8665733,"Durham, NC 27709, USA",-77.6063541,43.1581207,"Rochester, NY 14604, USA"
"14618","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-77.55621,43.1156031,"Rochester, NY 14618, USA"
"14626","IBM CORPORATION","27709",2,227,0.88,35.8908636,-78.8665733,"Durham, NC 27709, USA",-77.7108686,43.2136678,"Rochester, NY 14626, USA"
"14626","HCL AMERICA, INC.","94085",1,799,0.13,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-77.7108686,43.2136678,"Rochester, NY 14626, USA"
"14644","WIPRO LIMITED","08816",2,833,0.24,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-77.61,43.1599999,"Rochester, NY 14644, USA"
"14644","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",3,268,1.12,30.5368372,-96.3013432,"College Station, TX 77845, USA",-77.61,43.1599999,"Rochester, NY 14644, USA"
"14750","CUMMINS INC.","37214",2,120,1.67,36.1410253,-86.6711817,"Nashville, TN 37214, USA",-79.3240228,42.0823225,"Lakewood, NY 14750, USA"
"14821","L&T TECHNOLOGY SERVICES LIMITED","08817",3,239,1.26,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-77.2175223,42.2059232,"Campbell, NY 14821, USA"
"14831","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-77.0555469,42.1433318,"Corning, NY 14831, USA"
"14843","ACCENTURE LLP","60601",3,1274,0.24,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-77.6765184,42.3344577,"Hornell, NY 14843, USA"
"14870","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-77.1370115,42.1676541,"Painted Post, NY 14870, USA"
"14870","WIPRO LIMITED","08816",2,833,0.24,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-77.1370115,42.1676541,"Painted Post, NY 14870, USA"
"15086","V-SOFT CONSULTING GROUP, INC","40222",1,140,0.71,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-80.1121493,40.6780548,"Warrendale, PA 15086, USA"
"15108","HCL AMERICA, INC.","94085",1,799,0.13,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-80.1986649,40.491695,"Coraopolis, PA 15108, USA"
"15108","WIPRO LIMITED","08816",2,833,0.24,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-80.1986649,40.491695,"Coraopolis, PA 15108, USA"
"15108","SYNTEL CONSULTING INC.","48083",4,535,0.75,42.5496035,-83.1112798,"Troy, MI 48083, USA",-80.1986649,40.491695,"Coraopolis, PA 15108, USA"
"15108","L&T TECHNOLOGY SERVICES LIMITED","08817",3,239,1.26,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-80.1986649,40.491695,"Coraopolis, PA 15108, USA"
"15205","SYNTEL CONSULTING INC.","48083",1,161,0.62,42.5496035,-83.1112798,"Troy, MI 48083, USA",-80.0870155,40.4417703,"Pittsburgh, PA 15205, USA"
"15205","HCL AMERICA, INC.","94085",3,799,0.38,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-80.0870155,40.4417703,"Pittsburgh, PA 15205, USA"
"15205","SYNTEL CONSULTING INC.","48083",4,535,0.75,42.5496035,-83.1112798,"Troy, MI 48083, USA",-80.0870155,40.4417703,"Pittsburgh, PA 15205, USA"
"15211","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-80.0171609,40.4331995,"Pittsburgh, PA 15211, USA"
"15212","IBM INDIA PRIVATE LIMITED","27709",5,676,0.74,35.8908636,-78.8665733,"Durham, NC 27709, USA",-80.0367259,40.4828051,"Pittsburgh, PA 15212, USA"
"15213","AMAZON CORPORATE LLC","98121",1,513,0.19,47.6152474,-122.3497446,"Seattle, WA 98121, USA",-79.9556424,40.4379259,"Pittsburgh, PA 15213, USA"
"15217","IBM CORPORATION","27709",1,227,0.44,35.8908636,-78.8665733,"Durham, NC 27709, USA",-79.9248669,40.4327086,"Pittsburgh, PA 15217, USA"
"15219","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-79.9836108,40.440368,"Pittsburgh, PA 15219, USA"
"15219","PRICEWATERHOUSECOOPERS LLP","33607",2,168,1.19,27.9717504,-82.4915194,"Tampa, FL 33607, USA",-79.9836108,40.440368,"Pittsburgh, PA 15219, USA"
"15219","KPMG LLP","75201",1,198,0.51,32.7863301,-96.7962528,"Dallas, TX 75201, USA",-79.9836108,40.440368,"Pittsburgh, PA 15219, USA"
"15219","RANDSTAD TECHNOLOGIES, LP","01801",1,168,0.6,42.4884618,-71.1329685,"Woburn, MA 01801, USA",-79.9836108,40.440368,"Pittsburgh, PA 15219, USA"
"15219","ACCENTURE LLP","60601",13,1274,1.02,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-79.9836108,40.440368,"Pittsburgh, PA 15219, USA"
"15219","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC","33607",1,220,0.45,27.9717504,-82.4915194,"Tampa, FL 33607, USA",-79.9836108,40.440368,"Pittsburgh, PA 15219, USA"
"15221","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",3,268,1.12,30.5368372,-96.3013432,"College Station, TX 77845, USA",-79.8576828,40.4368825,"Pittsburgh, PA 15221, USA"
"15222","CIBER, INC.","80111",3,101,2.97,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15222","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15222","ACCENTURE LLP","60601",4,1274,0.31,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15222","ERNST & YOUNG U.S. LLP","07094",2,806,0.25,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15222","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15222","IBM INDIA PRIVATE LIMITED","27709",2,676,0.3,35.8908636,-78.8665733,"Durham, NC 27709, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15222","V-SOFT CONSULTING GROUP, INC","40222",2,140,1.43,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15222","DELOITTE & TOUCHE LLP","19103",4,353,1.13,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-79.9933976,40.4475255,"Pittsburgh, PA 15222, USA"
"15272","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-80.0035103,40.4392068,"Pittsburgh, PA 15272, USA"
"15317","V-SOFT CONSULTING GROUP, INC","40222",1,140,0.71,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-80.1651854,40.2767073,"Canonsburg, PA 15317, USA"
"15317","RANDSTAD TECHNOLOGIES, LP","01801",1,168,0.6,42.4884618,-71.1329685,"Woburn, MA 01801, USA",-80.1651854,40.2767073,"Canonsburg, PA 15317, USA"
"15668","WIPRO LIMITED","08816",2,833,0.24,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-79.6614376,40.464746,"Murrysville, PA 15668, USA"
"15679","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-79.6614376,40.1819098,"Ruffs Dale, PA 15679, USA"
"16243","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-0.247979,45.718141,"16200 Nercillac, France"
"16509","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-80.0423151,42.0494171,"Erie, PA 16509, USA"
"16531","CAPGEMINI AMERICA INC","60606",3,1266,0.24,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-80.0277497,42.1472275,"Erie, PA 16531, USA"
"16531","TECH MAHINDRA (AMERICAS), INC.","75093",1,283,0.35,33.0386278,-96.8243812,"Plano, TX 75093, USA",-80.0277497,42.1472275,"Erie, PA 16531, USA"
"16531","TECH MAHINDRA (AMERICAS), INC.","75093",1,119,0.84,33.0386278,-96.8243812,"Plano, TX 75093, USA",-80.0277497,42.1472275,"Erie, PA 16531, USA"
"16803","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-77.899604,40.7984796,"State College, PA 16803, USA"
"17011","HEXAWARE TECHNOLOGIES, INC.","08830",1,194,0.52,40.5693929,-74.3176876,"Iselin, NJ 08830, USA",-76.9297354,40.2257178,"Camp Hill, PA 17011, USA"
"17011","DELOITTE CONSULTING LLP","19103",4,870,0.46,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-76.9297354,40.2257178,"Camp Hill, PA 17011, USA"
"17011","DELOITTE & TOUCHE LLP","19103",2,353,0.57,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-76.9297354,40.2257178,"Camp Hill, PA 17011, USA"
"17050","DELOITTE CONSULTING LLP","19103",11,870,1.26,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-77.0334179,40.2475923,"Mechanicsburg, PA 17050, USA"
"17050","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-77.0334179,40.2475923,"Mechanicsburg, PA 17050, USA"
"17050","DELOITTE & TOUCHE LLP","19103",2,353,0.57,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-77.0334179,40.2475923,"Mechanicsburg, PA 17050, USA"
"17101","SYNTEL CONSULTING INC.","48083",2,535,0.37,42.5496035,-83.1112798,"Troy, MI 48083, USA",-76.8865085,40.2584515,"Harrisburg, PA 17101, USA"
"17101","DELOITTE & TOUCHE LLP","19103",3,353,0.85,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-76.8865085,40.2584515,"Harrisburg, PA 17101, USA"
"17110","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-76.8836261,40.3208847,"Harrisburg, PA 17110, USA"
"17112","TECH MAHINDRA (AMERICAS), INC.","75093",1,119,0.84,33.0386278,-96.8243812,"Plano, TX 75093, USA",-76.8028933,40.3416765,"Harrisburg, PA 17112, USA"
"17112","TECH MAHINDRA (AMERICAS), INC.","75093",1,217,0.46,33.0386278,-96.8243812,"Plano, TX 75093, USA",-76.8028933,40.3416765,"Harrisburg, PA 17112, USA"
"17120","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-76.8843467,40.2651105,"Harrisburg, PA 17120, USA"
"17124","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-76.885968,40.2670235,"Harrisburg, PA 17124, USA"
"1720","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-84.8998123,36.8805007,"State Hwy 1720, Monticello, KY 42633, USA"
"1730","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-85.1556981,36.8716911,"State Hwy 1730, Jamestown, KY 42629, USA"
"17319","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-76.7913558,40.1695643,"Etters, PA 17319, USA"
"1775","L&T TECHNOLOGY SERVICES LIMITED","08817",2,239,0.84,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-85.0911529,36.6798772,"State Hwy 1775, Albany, KY 42602, USA"
"17821","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-76.6181655,40.9982631,"Danville, PA 17821, USA"
"17822","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-76.6044444,40.9675163,"Danville, PA 17822, USA"
"17822","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",2,268,0.75,30.5368372,-96.3013432,"College Station, TX 77845, USA",-76.6044444,40.9675163,"Danville, PA 17822, USA"
"1801","L&T TECHNOLOGY SERVICES LIMITED","08817",2,239,0.84,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-87.3019917,36.8518234,"State Hwy 1801, Kentucky, USA"
"18017","CAPGEMINI AMERICA INC","60606",6,1266,0.47,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-75.3995089,40.659437,"Bethlehem, PA 18017, USA"
"18018","CIBER, INC.","80111",1,101,0.99,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-75.3936808,40.6238902,"Bethlehem, PA 18018, USA"
"18034","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",2,268,0.75,30.5368372,-96.3013432,"College Station, TX 77845, USA",-75.4169918,40.5472763,"Center Valley, PA 18034, USA"
"18036","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-75.422819,40.5031948,"Coopersburg, PA 18036, USA"
"18101","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-75.4708848,40.6027182,"Allentown, PA 18101, USA"
"18101","ERNST & YOUNG U.S. LLP","07094",2,806,0.25,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-75.4708848,40.6027182,"Allentown, PA 18101, USA"
"18106","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-75.6149893,40.5825021,"Allentown, PA 18106, USA"
"18195","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-75.5946194,40.5575093,"Allentown, PA 18195, USA"
"18195","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-75.5946194,40.5575093,"Allentown, PA 18195, USA"
"1824","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-88.2969611,36.7462931,"KY-1824, Kentucky, USA"
"18507","IBM INDIA PRIVATE LIMITED","27709",2,676,0.3,35.8908636,-78.8665733,"Durham, NC 27709, USA",-75.6848074,41.3530864,"Moosic, PA 18507, USA"
"18915","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-75.2508229,40.2738379,"Colmar, PA 18915, USA"
"18940","DELOITTE & TOUCHE LLP","19103",1,353,0.28,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-74.955948,40.2626407,"Newtown, PA 18940, USA"
"18976","CIBER, INC.","80111",1,101,0.99,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-75.1428632,40.247267,"Warrington, PA 18976, USA"
"19004","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-75.2304038,40.0131418,"Bala Cynwyd, PA 19004, USA"
"19022","CAPGEMINI AMERICA INC","60606",4,1266,0.32,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-75.3353875,39.8557437,"Crum Lynne, PA 19022, USA"
"19034","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-75.1953934,40.1389997,"Fort Washington, PA 19034, USA"
"19044","ACCENTURE LLP","60601",2,1274,0.16,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-75.1487007,40.1829884,"Horsham, PA 19044, USA"
"19044","CAPGEMINI AMERICA INC","60606",5,1266,0.39,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-75.1487007,40.1829884,"Horsham, PA 19044, USA"
"19053","UST GLOBAL INC.","92656",1,357,0.28,33.5714289,-117.7314729,"Aliso Viejo, CA 92656, USA",-74.9793243,40.1457,"Feasterville-Trevose, PA 19053, USA"
"19053","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-74.9793243,40.1457,"Feasterville-Trevose, PA 19053, USA"
"19073","IBM INDIA PRIVATE LIMITED","27709",2,676,0.3,35.8908636,-78.8665733,"Durham, NC 27709, USA",-75.422819,39.9826872,"Newtown Square, PA 19073, USA"
"19081","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-75.347048,39.8975179,"Swarthmore, PA 19081, USA"
"19087","CAPGEMINI AMERICA INC","60606",13,1266,1.03,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-75.3995089,40.0600713,"Wayne, PA 19087, USA"
"19087","IBM CORPORATION","27709",6,227,2.64,35.8908636,-78.8665733,"Durham, NC 27709, USA",-75.3995089,40.0600713,"Wayne, PA 19087, USA"
"19087","UST GLOBAL INC.","92656",1,357,0.28,33.5714289,-117.7314729,"Aliso Viejo, CA 92656, USA",-75.3995089,40.0600713,"Wayne, PA 19087, USA"
"19087","IBM INDIA PRIVATE LIMITED","27709",2,676,0.3,35.8908636,-78.8665733,"Durham, NC 27709, USA",-75.3995089,40.0600713,"Wayne, PA 19087, USA"
"19087","HCL AMERICA, INC.","94085",1,799,0.13,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-75.3995089,40.0600713,"Wayne, PA 19087, USA"
"19087","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-75.3995089,40.0600713,"Wayne, PA 19087, USA"
"19087","ACCENTURE LLP","60601",5,1274,0.39,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-75.3995089,40.0600713,"Wayne, PA 19087, USA"
"19102","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-75.1647529,39.9556241,"Philadelphia, PA 19102, USA"
"19102","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-75.1647529,39.9556241,"Philadelphia, PA 19102, USA"
"19103","KPMG LLP","75201",5,198,2.53,32.7863301,-96.7962528,"Dallas, TX 75201, USA",-75.1749671,39.9531865,"Philadelphia, PA 19103, USA"
"19103","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-75.1749671,39.9531865,"Philadelphia, PA 19103, USA"
"19103","V-SOFT CONSULTING GROUP, INC","40222",1,140,0.71,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-75.1749671,39.9531865,"Philadelphia, PA 19103, USA"
"19103","ACCENTURE LLP","60601",33,1274,2.59,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-75.1749671,39.9531865,"Philadelphia, PA 19103, USA"
"19103","ERNST & YOUNG U.S. LLP","07094",17,806,2.11,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-75.1749671,39.9531865,"Philadelphia, PA 19103, USA"
