MSN,YYYYMM,Value,Column_Order,Description,Unit
NNTCBUS,197802,2.179641,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197803,1.954442,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197804,1.568241,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197805,1.40622,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197806,1.272731,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197807,1.358327,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197808,1.309415,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197809,1.258465,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197810,1.46736,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197811,1.689502,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197812,2.108311,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197813,20.0004,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197901,2.476946,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197902,2.250284,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197903,1.920501,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197904,1.627474,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197905,1.459009,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197906,1.336489,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197907,1.35793,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197908,1.370182,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197909,1.356909,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197910,1.589697,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197911,1.805128,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197912,2.115512,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,197913,20.665817,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198001,2.278492,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198002,2.186179,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198003,2.090937,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198004,1.562193,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198005,1.380874,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198006,1.277249,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198007,1.318738,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198008,1.305406,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198009,1.322794,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198010,1.549528,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198011,1.791974,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198012,2.167904,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198013,20.235459,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198101,2.319606,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198102,1.928722,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198103,1.933264,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198104,1.51385,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198105,1.451464,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198106,1.331774,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198107,1.336794,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198108,1.335664,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198109,1.286644,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198110,1.545294,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198111,1.647118,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198112,2.113001,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198113,19.74731,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198201,2.447351,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198202,2.02315,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198203,1.87359,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198204,1.514599,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198205,1.158395,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198206,1.136504,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198207,1.167608,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198208,1.174323,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198209,1.162899,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198210,1.335372,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198211,1.589784,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198212,1.772929,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198213,18.356222,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198301,2.265754,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198302,1.888071,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198303,1.788953,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198304,1.533045,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198305,1.260206,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198306,1.090922,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198307,1.086246,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198308,1.123874,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198309,1.060564,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198310,1.125246,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198311,1.316659,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198312,1.681296,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198313,17.220836,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198401,2.399247,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198402,2.005105,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198403,1.887051,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198404,1.639935,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198405,1.380376,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198406,1.204611,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198407,1.180805,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198408,1.181397,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198409,1.110435,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198410,1.208513,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198411,1.424191,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198412,1.771942,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198413,18.393613,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198501,2.155823,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198502,2.206765,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198503,1.767205,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198504,1.481028,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198505,1.17293,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198506,1.100814,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198507,1.14242,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198508,1.141786,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198509,1.065341,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198510,1.171877,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198511,1.345754,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198512,1.951717,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198513,17.703482,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198601,2.205211,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198602,1.930555,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198603,1.772385,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198604,1.380229,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198605,1.192312,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198606,1.059219,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198607,1.053847,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198608,1.016637,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198609,.960084,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198610,1.037874,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198611,1.271522,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198612,1.711484,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198613,16.591364,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198701,2.179929,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198702,1.968916,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198703,1.7931,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198704,1.472949,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198705,1.212924,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198706,1.125283,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198707,1.118428,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198708,1.151681,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198709,1.068976,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198710,1.250133,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198711,1.450775,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198712,1.846705,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198713,17.639801,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198801,2.237883,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198802,2.085677,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198803,1.910986,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198804,1.498021,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198805,1.333133,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198806,1.19723,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198807,1.203533,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198808,1.250795,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198809,1.124432,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198810,1.259569,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198811,1.485535,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198812,1.861598,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198813,18.448393,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198901,2.093074,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198902,2.082154,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198903,2.022206,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198904,1.650703,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198905,1.413195,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198906,1.262431,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198907,1.288768,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198908,1.282898,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198909,1.242957,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198910,1.400861,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198911,1.630271,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198912,2.232178,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,198913,19.601693,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199001,2.214575,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199002,1.907238,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199003,1.87064,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199004,1.668124,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199005,1.452605,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199006,1.350893,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199007,1.341791,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199008,1.372596,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199009,1.333186,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199010,1.458066,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199011,1.60927,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199012,2.024185,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199013,19.603167,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199101,2.389278,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199102,1.987785,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199103,1.921539,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199104,1.620823,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199105,1.416318,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199106,1.277489,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199107,1.377051,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199108,1.367091,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199109,1.311041,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199110,1.502664,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199111,1.770822,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199112,2.091062,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199113,20.032958,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199201,2.336323,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199202,2.123792,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199203,2.025,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199204,1.783748,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199205,1.511315,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199206,1.361629,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199207,1.427258,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199208,1.369896,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199209,1.34719,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199210,1.453742,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199211,1.759472,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199212,2.214271,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199213,20.713632,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199301,2.365881,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199302,2.246695,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199303,2.224905,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199304,1.749104,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199305,1.358348,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199306,1.371647,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199307,1.453506,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199308,1.477749,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199309,1.360313,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199310,1.568978,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199311,1.844901,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199312,2.206879,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199313,21.228902,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199401,2.615894,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199402,2.384642,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199403,2.11993,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199404,1.709439,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199405,1.467024,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199406,1.480278,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199407,1.488112,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199408,1.520623,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199409,1.440152,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199410,1.54791,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199411,1.787308,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199412,2.166757,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199413,21.728067,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199501,2.483351,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199502,2.277657,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199503,2.188573,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199504,1.86057,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199505,1.65096,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199506,1.488465,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199507,1.62458,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199508,1.695992,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
NNTCBUS,199509,1.491992,"2","Natural Gas Consumption (Excluding Supplemental Gaseous Fuels)","Quadrillion Btu"
