Year,Month,State,Utility Number,Utility Name,Data Status,Residential.Capacity,Commercial.Capacity,Industrial.Capacity,Transportation.Capacity,Total.Capacity,Residential.Customers,Commercial.Customers,Industrial.Customers,Transportation.Customers,Total.Customers
2015,4,DC,15270,Potomac Electric Power Co,Final,6.017,4.141,0.000,0.000,10.158,"1,441",97,0,0,"1,538"
2015,4,DC,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,4,DE,5027,Delmarva Power,Final,10.814,10.219,2.505,0.000,23.538,"1,659",196,8,0,"1,863"
2015,4,DE,5070,Delaware Electric Cooperative,Final,2.132,1.729,0.000,0.000,3.861,373,29,0,0,402
2015,4,DE,5335,City of Dover - (DE),Final,0.208,0.866,0.000,0.000,1.074,33,20,0,0,53
2015,4,DE,13519,City of Newark - (DE),Final,0.046,0.000,0.073,0.000,0.119,45,0,6,0,51
2015,4,DE,99999,State Adjustment,Final,0.030,0.471,.,.,0.501,.,.,.,.,.
2015,4,FL,6452,Florida Power & Light Co,Final,16.592,20.381,0.000,0.000,36.973,"2,961",725,0,0,"3,686"
2015,4,FL,6455,"Duke Energy Florida, Inc",Final,10.614,7.899,1.151,0.000,19.664,"2,016",290,6,0,"2,312"
2015,4,FL,6457,Florida Public Utilities Co,Final,0.296,0.000,0.000,0.000,0.296,62,0,0,0,62
2015,4,FL,7801,Gulf Power Co,Final,1.568,0.311,0.000,0.000,1.879,313,107,0,0,420
2015,4,FL,9617,JEA,Final,1.615,0.382,0.000,0.000,1.997,266,27,0,0,293
2015,4,FL,18454,Tampa Electric Co,Final,3.838,4.859,0.000,0.000,8.697,559,98,0,0,657
2015,4,FL,99999,State Adjustment,Final,9.279,8.967,0.138,.,18.384,.,.,.,.,.
2015,4,GA,3916,Cobb Electric Membership Corp,Final,0.204,0.198,0.000,0.000,0.402,33,7,0,0,40
2015,4,GA,99999,State Adjustment,Final,3.344,2.416,1.189,.,6.949,.,.,.,.,.
2015,4,HI,8287,Hawaii Electric Light Co Inc,Final,36.480,13.566,0.000,0.000,50.046,"7,589",482,0,0,"8,071"
2015,4,HI,10071,Kauai Island Utility Cooperative,Final,9.744,5.953,0.000,0.000,15.697,"2,524",225,0,0,"2,749"
2015,4,HI,11843,Maui Electric Co Ltd,Final,37.890,15.149,0.000,0.000,53.039,"7,207",537,0,0,"7,744"
2015,4,HI,19547,Hawaiian Electric Co Inc,Final,163.342,31.518,0.000,0.000,194.860,"35,717",906,0,0,"36,623"
2015,4,HI,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,4,IA,9417,Interstate Power and Light Co,Final,6.977,17.036,0.752,0.000,24.765,719,590,24,0,"1,333"
2015,4,IA,12341,MidAmerican Energy Co,Final,0.723,1.546,2.296,0.000,4.565,120,59,3,0,182
2015,4,IA,99999,State Adjustment,Final,2.318,0.224,0.068,.,2.610,.,.,.,.,.
2015,4,ID,9187,City of Idaho Falls - (ID),Final,0.008,0.042,0.000,0.000,0.050,3,3,0,0,6
2015,4,ID,9191,Idaho Power Co,Final,2.015,1.593,0.040,0.000,3.648,442,100,1,0,543
2015,4,ID,10454,Kootenai Electric Cooperative,Final,0.076,0.000,0.000,0.000,0.076,18,0,0,0,18
2015,4,ID,11273,Lower Valley Energy Inc,Final,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3
2015,4,ID,14354,PacifiCorp,Final,0.524,0.362,0.000,0.000,0.886,119,24,0,0,143
2015,4,ID,20169,Avista Corp,Final,0.160,0.226,0.000,0.000,0.386,35,11,0,0,46
2015,4,ID,99999,State Adjustment,Final,0.085,.,.,.,0.085,.,.,.,.,.
2015,4,IL,4110,Commonwealth Edison Co,Final,2.220,4.950,0.000,0.000,7.170,394,82,0,0,476
2015,4,IL,12341,MidAmerican Energy Co,Final,0.054,2.362,0.000,0.000,2.416,11,5,0,0,16
2015,4,IL,13032,Mt Carmel Public Utility Co,Final,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4
2015,4,IL,56697,Ameren Illinois Company,Final,1.939,1.042,0.000,0.000,2.981,343,110,0,0,453
2015,4,IL,99999,State Adjustment,Final,1.489,0.486,0.130,.,2.105,.,.,.,.,.
2015,4,IN,9273,Indianapolis Power & Light Co,Final,0.241,0.095,0.000,0.000,0.336,56,9,0,0,65
2015,4,IN,9324,Indiana Michigan Power Co,Final,0.404,0.252,0.000,0.000,0.656,78,26,0,0,104
2015,4,IN,13756,Northern Indiana Pub Serv Co,Final,0.338,2.261,0.000,0.000,2.599,73,14,0,0,87
2015,4,IN,15470,"Duke Energy Indiana, LLC",Final,1.374,3.280,0.000,0.000,4.654,267,74,0,0,341
2015,4,IN,17633,Southern Indiana Gas & Elec Co,Final,0.618,0.123,0.000,0.000,0.741,91,10,0,0,101
2015,4,IN,99999,State Adjustment,Final,1.234,0.063,0.016,.,1.313,.,.,.,.,.
2015,4,KS,9996,City of Kansas City - (KS),Final,0.040,0.018,0.000,0.000,0.058,6,2,0,0,8
2015,4,KS,10000,Kansas City Power & Light Co,Final,0.222,0.294,0.000,0.000,0.516,46,15,0,0,61
2015,4,KS,10005,Kansas Gas & Electric Co,Final,0.290,0.376,0.000,0.000,0.666,64,14,0,0,78
2015,4,KS,22500,Westar Energy Inc,Final,0.931,1.364,0.000,0.000,2.295,173,56,0,0,229
2015,4,KS,99999,State Adjustment,Final,0.248,0.033,.,.,0.281,.,.,.,.,.
2015,4,KY,9964,Kenergy Corp,Final,0.040,0.000,0.000,0.000,0.040,6,0,0,0,6
2015,4,KY,10171,Kentucky Utilities Co,Final,0.393,0.172,0.000,0.000,0.565,70,16,0,0,86
2015,4,KY,11249,Louisville Gas & Electric Co,Final,0.549,0.262,0.000,0.000,0.811,154,22,0,0,176
2015,4,KY,17564,South Kentucky Rural E C C,Final,0.047,0.000,0.000,0.000,0.047,9,0,0,0,9
2015,4,KY,19446,Duke Energy Kentucky,Final,0.092,0.483,0.000,0.000,0.575,22,10,0,0,32
2015,4,KY,22053,Kentucky Power Co,Final,0.045,0.054,0.000,0.000,0.099,4,4,0,0,8
2015,4,KY,49998,City of Berea Municipal Utility,Final,0.013,0.154,0.000,0.000,0.167,6,5,0,0,11
2015,4,KY,99999,State Adjustment,Final,0.468,0.184,.,.,0.652,.,.,.,.,.
2015,4,LA,3265,Cleco Power LLC,Final,11.959,1.024,0.000,0.000,12.983,"1,959",96,0,0,"2,055"
2015,4,LA,11241,Entergy Louisiana LLC,Final,31.703,0.581,0.000,0.000,32.284,"5,556",171,0,0,"5,727"
2015,4,LA,13478,Entergy New Orleans Inc,Final,27.397,0.798,0.000,0.000,28.195,"5,390",30,0,0,"5,420"
2015,4,LA,17698,Southwestern Electric Power Co,Final,6.064,0.319,0.000,0.000,6.383,"1,047",118,0,0,"1,165"
2015,4,LA,55936,Entergy Gulf States - LA LLC,Final,6.977,0.847,0.000,0.000,7.824,"1,170",303,0,0,"1,473"
2015,4,LA,99999,State Adjustment,Final,8.968,0.419,.,.,9.387,.,.,.,.,.
2015,4,MA,6374,Fitchburg Gas & Elec Light Co,Final,2.667,5.006,0.602,0.000,8.275,434,18,3,0,455
2015,4,MA,8774,City of Holyoke - (MA),Final,0.016,0.004,0.000,0.000,0.020,2,3,0,0,5
2015,4,MA,11804,Massachusetts Electric Co,Final,69.162,286.841,0.000,0.000,356.003,"11,954","1,651",0,0,"13,605"
2015,4,MA,13206,Nantucket Electric Co,Final,0.061,0.360,0.000,0.000,0.421,14,3,0,0,17
2015,4,MA,15748,Town of Reading - (MA),Final,0.177,0.000,0.915,0.000,1.092,28,0,6,0,34
2015,4,MA,20455,Western Massachusetts Electric Company,Final,10.852,27.638,1.342,0.000,39.832,"1,775",166,6,0,"1,947"
2015,4,MA,54913,NSTAR Electric Company,Final,53.582,176.319,26.329,0.000,256.230,"7,897",896,167,0,"8,960"
2015,4,MA,99999,State Adjustment,Final,4.236,3.044,0.288,.,7.568,.,.,.,.,.
2015,4,MD,1167,Baltimore Gas & Electric Co,Final,42.174,31.890,0.000,0.000,74.064,"6,861",323,0,0,"7,184"
2015,4,MD,5027,Delmarva Power,Final,6.798,16.296,1.017,0.000,24.111,804,84,2,0,890
2015,4,MD,15263,The Potomac Edison Company,Final,10.121,7.219,2.988,0.000,20.328,"1,335",74,3,0,"1,412"
2015,4,MD,15270,Potomac Electric Power Co,Final,22.290,16.944,0.000,0.000,39.234,"3,546",90,0,0,"3,636"
2015,4,MD,99999,State Adjustment,Final,10.275,8.101,3.526,.,21.902,.,.,.,.,.
2015,4,ME,1179,Emera Maine,Final,1.598,1.075,0.626,0.000,3.299,361,61,2,0,424
2015,4,ME,3266,Central Maine Power Co,Final,7.431,4.250,0.000,0.000,11.681,"1,517",190,0,0,"1,707"
2015,4,ME,99999,State Adjustment,Final,0.172,0.004,.,.,0.176,.,.,.,.,.
2015,4,MI,392,Alpena Power Co,Final,0.003,0.010,0.000,0.000,0.013,17,1,0,0,18
2015,4,MI,3828,Cloverland Electric Co-op,Final,0.065,0.025,0.000,0.000,0.090,20,7,0,0,27
2015,4,MI,4254,Consumers Energy Co,Final,1.562,1.471,0.000,0.000,3.033,309,66,0,0,375
2015,4,MI,5109,DTE Electric Company,Final,6.171,4.224,0.247,0.000,10.642,958,238,11,0,"1,207"
2015,4,MI,9324,Indiana Michigan Power Co,Final,0.123,0.078,0.006,0.000,0.207,24,6,1,0,31
2015,4,MI,10704,City of Lansing - (MI),Final,0.008,0.008,0.000,0.000,0.016,4,2,0,0,6
2015,4,MI,19578,Upper Peninsula Power Company,Final,0.304,0.009,0.000,0.000,0.313,74,3,0,0,77
2015,4,MI,20847,Wisconsin Electric Power Co,Final,0.091,0.038,0.000,0.000,0.129,19,6,0,0,25
2015,4,MI,20860,Wisconsin Public Service Corp,Final,0.014,0.000,0.000,0.000,0.014,5,0,0,0,5
2015,4,MI,99999,State Adjustment,Final,0.564,0.550,0.272,.,1.386,.,.,.,.,.
2015,4,MN,689,Connexus Energy,Final,0.255,0.000,0.160,0.000,0.415,33,0,1,0,34
2015,4,MN,5574,East Central Energy,Final,0.303,0.136,0.000,0.000,0.439,31,10,0,0,41
2015,4,MN,9417,Interstate Power and Light Co,Final,0.501,0.229,0.020,0.000,0.750,25,9,1,0,35
2015,4,MN,12647,"ALLETE, Inc.",Final,0.521,0.379,0.002,0.000,0.902,89,30,1,0,120
2015,4,MN,13781,Northern States Power Co - Minnesota,Final,4.231,8.677,1.092,0.000,14.000,680,315,34,0,"1,029"
2015,4,MN,14232,Otter Tail Power Co,Final,0.148,0.251,0.000,0.000,0.399,12,16,0,0,28
2015,4,MN,16181,Rochester Public Utilities,Final,0.178,0.075,0.000,0.000,0.253,31,4,0,0,35
2015,4,MN,17267,Sioux Valley SW Elec Coop,Final,0.158,0.063,0.000,0.000,0.221,6,3,0,0,9
2015,4,MN,20996,Wright-Hennepin Coop Elec Assn,Final,0.150,0.022,0.000,0.000,0.172,12,2,0,0,14
2015,4,MN,25177,Dakota Electric Association,Final,0.268,0.245,0.000,0.000,0.513,33,15,0,0,48
2015,4,MN,99999,State Adjustment,Final,2.255,0.905,0.045,.,3.205,.,.,.,.,.
2015,4,MO,4675,Cuivre River Electric Coop Inc,Final,0.053,0.000,0.000,0.000,0.053,8,0,0,0,8
2015,4,MO,5860,Empire District Electric Co,Final,0.257,0.142,0.030,0.000,0.429,44,6,2,0,52
2015,4,MO,9231,City of Independence - (MO),Final,0.004,0.081,0.000,0.000,0.085,2,7,0,0,9
2015,4,MO,10000,Kansas City Power & Light Co,Final,3.785,13.299,0.000,0.000,17.084,318,595,0,0,913
2015,4,MO,12698,KCP&L Greater Missouri Operations Co.,Final,15.896,13.823,0.557,0.000,30.276,856,615,18,0,"1,489"
2015,4,MO,17833,City Utilities of Springfield - (MO),Final,0.067,0.072,0.000,0.000,0.139,13,5,0,0,18
2015,4,MO,19436,Union Electric Co - (MO),Final,20.407,30.438,0.000,0.000,50.845,"2,222","1,364",0,0,"3,586"
2015,4,MO,99999,State Adjustment,Final,1.871,0.320,.,.,2.191,.,.,.,.,.
2015,4,MS,3841,Coast Electric Power Assn,Final,0.046,0.110,0.650,0.000,0.806,8,2,1,0,11
2015,4,MS,17647,Southern Pine Elec Power Assn,Final,0.015,0.015,0.000,0.000,0.030,1,1,0,0,2
2015,4,MS,99999,State Adjustment,Final,0.090,.,.,.,0.090,.,.,.,.,.
2015,4,MT,6395,Flathead Electric Coop Inc,Final,0.120,0.026,0.000,0.000,0.146,30,6,0,0,36
2015,4,MT,12692,"Missoula Electric Coop, Inc",Final,0.091,0.015,0.000,0.000,0.106,19,2,0,0,21
2015,4,MT,12825,NorthWestern Energy LLC - (MT),Final,3.783,2.216,0.000,0.000,5.999,"1,099",302,0,0,"1,401"
2015,4,MT,19603,USBIA-Mission Valley Power,Final,0.045,0.000,0.000,0.000,0.045,13,0,0,0,13
2015,4,MT,20997,Yellowstone Valley Elec Co-op,Final,0.077,0.000,0.000,0.000,0.077,11,0,0,0,11
2015,4,MT,99999,State Adjustment,Final,0.427,0.123,.,.,0.550,.,.,.,.,.
2015,4,NC,3046,Duke Energy Progress - (NC),Final,4.886,4.857,0.000,0.000,9.743,"1,191",104,0,0,"1,295"
2015,4,NC,5416,"Duke Energy Carolinas, LLC",Final,4.086,3.857,1.111,0.000,9.054,925,90,3,0,"1,018"
2015,4,NC,9837,Jones-Onslow Elec Member Corp,Final,0.065,0.000,0.000,0.000,0.065,16,0,0,0,16
2015,4,NC,16496,Rutherford Elec Member Corp,Final,0.278,0.000,0.000,0.000,0.278,61,0,0,0,61
2015,4,NC,19876,Virginia Electric & Power Co,Final,0.100,0.070,0.000,0.000,0.170,23,12,0,0,35
2015,4,NC,24889,Brunswick Electric Member Corp,Final,0.640,0.290,0.000,0.000,0.930,80,6,0,0,86
2015,4,NC,99999,State Adjustment,Final,1.292,0.818,.,.,2.110,.,.,.,.,.
2015,4,ND,12301,Nodak Electric Coop Inc,Final,0.180,0.000,0.030,0.000,0.210,10,0,1,0,11
2015,4,ND,14232,Otter Tail Power Co,Final,0.014,0.056,0.000,0.000,0.070,2,3,0,0,5
2015,4,ND,19790,Verendrye Electric Coop Inc,Final,0.034,0.000,0.000,0.000,0.034,4,0,0,0,4
2015,4,ND,24949,Cass County Elec Coop Inc,Final,0.418,0.000,0.000,0.000,0.418,37,0,0,0,37
2015,4,ND,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,4,NE,4373,Cornhusker Public Power Dist,Final,0.043,0.000,0.000,0.000,0.043,3,0,0,0,3
2015,4,NE,6779,City of Fremont - (NE),Final,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1
2015,4,NE,11018,Lincoln Electric System,Final,0.158,0.060,0.008,0.000,0.226,28,13,2,0,43
2015,4,NE,11251,Loup River Public Power Dist,Final,0.000,0.000,0.058,0.000,0.058,0,0,2,0,2
2015,4,NE,12539,Midwest Electric Member Corp,Final,0.052,0.000,0.000,0.000,0.052,3,0,0,0,3
2015,4,NE,13337,Nebraska Public Power District,Final,0.081,0.155,0.000,0.000,0.236,18,27,0,0,45
2015,4,NE,13664,Norris Public Power District,Final,0.186,0.015,0.000,0.000,0.201,16,2,0,0,18
2015,4,NE,14127,Omaha Public Power District,Final,0.216,0.035,0.000,0.000,0.251,35,5,0,0,40
2015,4,NE,17642,Southern Public Power District,Final,0.044,0.003,0.000,0.000,0.047,8,1,0,0,9
2015,4,NE,99999,State Adjustment,Final,0.129,0.018,.,.,0.147,.,.,.,.,.
2015,4,NH,13441,New Hampshire Elec Coop Inc,Final,2.341,0.626,0.276,0.000,3.243,464,39,3,0,506
2015,4,NH,15472,Public Service Co of NH,Final,5.821,4.986,0.302,0.000,11.109,"1,106",203,8,0,"1,317"
2015,4,NH,24590,Unitil Energy Systems,Final,0.914,0.492,0.156,0.000,1.562,151,24,3,0,178
2015,4,NH,26510,Liberty Utilities (Granite State Electri,Final,0.678,0.216,0.000,0.000,0.894,142,11,0,0,153
2015,4,NH,99999,State Adjustment,Final,0.090,.,.,.,0.090,.,.,.,.,.
2015,4,NJ,963,Atlantic City Electric Co,Final,55.754,76.104,20.074,0.000,151.932,"7,073",724,36,0,"7,833"
2015,4,NJ,9726,Jersey Central Power & Lt Co,Final,102.648,164.547,13.337,0.000,280.532,"12,701","1,274",26,0,"14,001"
2015,4,NJ,15477,Public Service Elec & Gas Co,Final,68.718,362.703,7.892,0.000,439.313,"11,848","2,075",24,0,"13,947"
2015,4,NJ,16213,Rockland Electric Co,Final,1.575,9.965,0.072,0.000,11.612,197,89,1,0,287
2015,4,NJ,99999,State Adjustment,Final,1.053,3.738,9.344,.,14.135,.,.,.,.,.
2015,4,NM,3287,"Central Valley Elec Coop, Inc",Final,0.011,0.000,0.000,0.000,0.011,3,0,0,0,3
2015,4,NM,5701,El Paso Electric Co,Final,8.423,1.953,0.000,0.000,10.376,"1,754",100,0,0,"1,854"
2015,4,NM,6204,City of Farmington - (NM),Final,0.288,0.050,0.000,0.000,0.338,70,8,0,0,78
2015,4,NM,11204,Los Alamos County,Final,0.197,0.000,0.000,0.000,0.197,47,0,0,0,47
2015,4,NM,15473,Public Service Co of NM,Final,21.507,32.180,0.000,0.000,53.687,"4,429",426,0,0,"4,855"
2015,4,NM,17718,Southwestern Public Service Co,Final,0.447,7.006,0.546,0.000,7.999,52,85,3,0,140
2015,4,NM,99999,State Adjustment,Final,6.281,1.177,.,.,7.458,.,.,.,.,.
2015,4,NV,2008,City of Boulder City - (NV),Final,0.014,0.331,0.000,0.000,0.345,5,3,0,0,8
2015,4,NV,13073,"Mt Wheeler Power, Inc",Final,0.017,0.122,0.000,0.000,0.139,3,5,0,0,8
2015,4,NV,13407,Nevada Power Co,Final,25.737,16.282,7.657,0.000,49.676,"4,492",279,68,0,"4,839"
2015,4,NV,17166,Sierra Pacific Power Co,Final,5.282,21.098,1.090,0.000,27.470,"1,041",238,5,0,"1,284"
2015,4,NV,19840,"Valley Electric Assn, Inc",Final,0.805,0.095,0.000,0.000,0.900,124,12,0,0,136
2015,4,NV,99999,State Adjustment,Final,0.325,.,0.027,.,0.352,.,.,.,.,.
2015,4,NY,3249,Central Hudson Gas & Elec Corp,Final,22.225,12.052,0.000,0.000,34.277,"3,276",324,0,0,"3,600"
2015,4,NY,4226,Consolidated Edison Co-NY Inc,Final,27.448,38.071,0.000,0.000,65.519,"3,896",756,0,0,"4,652"
2015,4,NY,11171,Long Island Power Authority,Final,86.425,27.045,0.000,0.000,113.470,"14,043",954,0,0,"14,997"
2015,4,NY,13511,New York State Elec & Gas Corp,Final,18.700,25.516,0.000,0.000,44.216,"2,777",448,0,0,"3,225"
2015,4,NY,13573,Niagara Mohawk Power Corp.,Final,43.180,54.670,4.160,0.000,102.010,"6,155","1,169",20,0,"7,344"
2015,4,NY,14154,Orange & Rockland Utils Inc,Final,14.296,5.284,0.760,0.000,20.340,"2,068",98,1,0,"2,167"
2015,4,NY,16183,Rochester Gas & Electric Corp,Final,2.141,7.111,0.000,0.000,9.252,358,99,0,0,457
2015,4,NY,99999,State Adjustment,Final,0.064,.,0.031,.,0.095,.,.,.,.,.
2015,4,OH,3542,Duke Energy Ohio Inc,Final,1.599,12.382,0.000,0.000,13.981,335,139,0,0,474
2015,4,OH,3755,Cleveland Electric Illum Co,Final,0.694,6.116,1.283,0.000,8.093,118,78,6,0,202
2015,4,OH,4922,Dayton Power & Light Co,Final,0.894,6.422,0.000,0.000,7.316,169,57,0,0,226
2015,4,OH,13998,Ohio Edison Co,Final,2.434,13.126,3.597,0.000,19.157,313,122,7,0,442
2015,4,OH,14006,Ohio Power Co,Final,3.521,20.778,11.110,0.000,35.409,541,202,27,0,770
2015,4,OH,18997,The Toledo Edison Co,Final,0.484,11.012,1.864,0.000,13.360,76,67,3,0,146
2015,4,OH,99999,State Adjustment,Final,1.160,0.338,0.250,.,1.748,.,.,.,.,.
2015,4,OK,5860,Empire District Electric Co,Final,0.000,0.005,0.000,0.000,0.005,0,1,0,0,1
2015,4,OK,13734,Northeast Oklahoma Electric Co,Final,0.075,0.005,0.000,0.000,0.080,22,1,0,0,23
2015,4,OK,14062,Oklahoma Electric Coop Inc,Final,0.221,0.000,0.000,0.000,0.221,57,0,0,0,57
2015,4,OK,14063,Oklahoma Gas & Electric Co,Final,0.827,0.797,0.000,0.000,1.624,213,33,0,0,246
2015,4,OK,15474,Public Service Co of Oklahoma,Final,0.410,0.191,0.000,0.000,0.601,100,15,0,0,115
2015,4,OK,19785,Verdigris Valley Elec Coop Inc,Final,0.030,0.000,0.000,0.000,0.030,12,0,0,0,12
2015,4,OK,99999,State Adjustment,Final,0.267,0.059,.,.,0.326,.,.,.,.,.
2015,4,OR,6022,City of Eugene - (OR),Final,1.228,0.632,0.000,0.000,1.860,227,22,0,0,249
2015,4,OR,9191,Idaho Power Co,Final,0.016,0.144,0.213,0.000,0.373,6,7,3,0,16
2015,4,OR,14354,PacifiCorp,Final,14.283,20.756,2.317,0.000,37.356,"3,397",547,116,0,"4,060"
2015,4,OR,15248,Portland General Electric Co,Final,20.200,14.996,0.000,0.000,35.196,"4,410",326,0,0,"4,736"
2015,4,OR,18260,Surprise Valley Electrification,Final,0.015,0.015,0.000,0.000,0.030,1,1,0,0,2
2015,4,OR,28541,Clatskanie Peoples Util Dist,Final,0.004,0.000,0.000,0.000,0.004,1,0,0,0,1
2015,4,OR,40437,Emerald People's Utility Dist,Final,0.233,0.076,0.000,0.000,0.309,59,8,0,0,67
2015,4,OR,99999,State Adjustment,Final,2.629,0.946,0.255,.,3.830,.,.,.,.,.
2015,4,PA,3597,Citizens Electric Co - (PA),Final,0.100,0.570,0.003,0.000,0.673,16,6,1,0,23
2015,4,PA,5487,Duquesne Light Co,Final,1.482,2.232,1.327,0.000,5.041,239,48,1,0,288
2015,4,PA,12390,Metropolitan Edison Co,Final,13.766,13.504,8.520,0.000,35.790,"1,527",200,15,0,"1,742"
2015,4,PA,14711,Pennsylvania Electric Co,Final,2.610,3.389,2.610,0.000,8.609,352,70,2,0,424
2015,4,PA,14715,PPL Electric Utilities Corp,Final,21.001,65.431,10.112,0.000,96.544,"2,995",496,44,0,"3,535"
2015,4,PA,14716,Pennsylvania Power Co,Final,0.400,1.474,0.030,0.000,1.904,48,19,1,0,68
2015,4,PA,14940,PECO Energy Co,Final,17.890,17.150,23.830,0.000,58.870,"2,389",258,32,0,"2,679"
2015,4,PA,15045,Pike County Light & Power Co,Final,0.021,0.021,0.000,0.000,0.042,3,1,0,0,4
2015,4,PA,19390,"UGI Utilities, Inc",Final,0.448,0.307,0.160,0.000,0.915,72,8,3,0,83
2015,4,PA,20334,Wellsborough Electric Co,Final,0.032,0.020,0.000,0.000,0.052,7,3,0,0,10
2015,4,PA,20387,West Penn Power Company,Final,3.189,1.690,0.861,0.000,5.740,421,39,5,0,465
2015,4,PA,99999,State Adjustment,Final,2.314,0.508,.,.,2.822,.,.,.,.,.
2015,4,RI,1857,Block Island Power Co,Final,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2
2015,4,RI,13214,The Narragansett Electric Co,Final,1.578,11.432,0.000,0.000,13.010,348,116,0,0,464
2015,4,RI,99999,State Adjustment,Final,0.059,.,.,.,0.059,.,.,.,.,.
2015,4,SC,1613,Berkeley Electric Coop Inc,Final,0.177,0.000,0.000,0.000,0.177,32,0,0,0,32
2015,4,SC,3046,Duke Energy Progress - (NC),Final,0.010,0.057,0.000,0.000,0.067,4,4,0,0,8
2015,4,SC,5416,"Duke Energy Carolinas, LLC",Final,0.742,0.522,0.000,0.000,1.264,169,35,0,0,204
2015,4,SC,14398,Palmetto Electric Coop Inc,Final,0.063,0.027,0.000,0.000,0.090,11,2,0,0,13
2015,4,SC,17539,South Carolina Electric&Gas Company,Final,1.287,0.000,0.000,0.000,1.287,307,0,0,0,307
2015,4,SC,17543,South Carolina Public Service Authority,Final,0.009,0.000,0.044,0.000,0.053,2,0,1,0,3
2015,4,SC,99999,State Adjustment,Final,0.847,0.190,.,.,1.037,.,.,.,.,.
2015,4,SD,1769,"Black Hills Electric Coop, Inc",Final,0.030,0.000,0.000,0.000,0.030,6,0,0,0,6
2015,4,SD,13337,Nebraska Public Power District,Final,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1
2015,4,SD,14232,Otter Tail Power Co,Final,0.003,0.042,0.000,0.000,0.045,1,3,0,0,4
2015,4,SD,17267,Sioux Valley SW Elec Coop,Final,0.113,0.004,0.000,0.000,0.117,13,5,0,0,18
2015,4,SD,19293,Southeastern Electric Coop Inc - (SD),Final,0.000,0.020,0.000,0.000,0.020,0,2,0,0,2
2015,4,SD,20401,West River Electric Assn Inc,Final,0.104,0.160,0.000,0.000,0.264,22,2,0,0,24
2015,4,SD,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,4,TN,10331,Kingsport Power Co,Final,0.055,0.146,0.000,0.000,0.201,8,6,0,0,14
2015,4,TN,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,4,TX,5701,El Paso Electric Co,Final,2.376,2.095,0.000,0.000,4.471,546,65,0,0,611
2015,4,TX,16604,City of San Antonio - (TX),Final,12.270,9.665,0.000,0.000,21.935,"2,262",287,0,0,"2,549"
2015,4,TX,17008,Sharyland Utilities LP,Final,0.316,0.033,0.000,0.000,0.349,54,6,0,0,60
2015,4,TX,17698,Southwestern Electric Power Co,Final,0.197,0.436,0.000,0.000,0.633,28,20,0,0,48
2015,4,TX,44372,Oncor Electric Delivery Company LLC,Final,20.669,26.899,0.000,0.000,47.568,"4,146",510,0,0,"4,656"
2015,4,TX,55937,Entergy Texas Inc.,Final,0.677,0.293,0.000,0.000,0.970,133,19,0,0,152
2015,4,TX,99999,State Adjustment,Final,32.134,7.742,.,.,39.876,.,.,.,.,.
2015,4,UT,2010,City of Bountiful,Final,0.259,0.027,0.000,0.000,0.286,45,2,0,0,47
2015,4,UT,11135,City of Logan - (UT),Final,0.035,0.040,0.000,0.000,0.075,16,1,0,0,17
2015,4,UT,12866,Moon Lake Electric Assn Inc,Final,0.006,0.020,0.000,0.000,0.026,4,1,0,0,5
2015,4,UT,14354,PacifiCorp,Final,16.975,14.830,2.308,0.000,34.113,"3,824",401,33,0,"4,258"
2015,4,UT,15444,Provo City Corp,Final,0.385,0.000,0.000,0.000,0.385,68,0,0,0,68
2015,4,UT,17845,City of Springville - (UT),Final,0.066,0.006,0.000,0.000,0.072,15,1,0,0,16
2015,4,UT,17874,City of St George,Final,0.370,0.650,0.000,0.000,1.020,72,11,0,0,83
2015,4,UT,18206,Strawberry Electric Serv Dist,Final,0.180,0.000,0.000,0.000,0.180,36,0,0,0,36
2015,4,UT,99999,State Adjustment,Final,1.562,0.910,0.309,.,2.781,.,.,.,.,.
2015,4,VA,84,A & N Electric Coop,Final,0.058,0.125,0.000,0.000,0.183,17,8,0,0,25
2015,4,VA,733,Appalachian Power Co,Final,2.004,3.164,0.083,0.000,5.251,424,49,1,0,474
2015,4,VA,17066,Shenandoah Valley Elec Coop,Final,0.927,0.066,0.000,0.000,0.993,126,6,0,0,132
2015,4,VA,19876,Virginia Electric & Power Co,Final,5.103,3.823,0.019,0.000,8.945,"1,154",152,1,0,"1,307"
2015,4,VA,19882,Virginia Tech Electric Service,Final,0.118,0.108,0.000,0.000,0.226,30,4,0,0,34
2015,4,VA,40228,Rappahannock Electric Coop,Final,0.912,0.156,0.000,0.000,1.068,171,10,0,0,181
2015,4,VA,99999,State Adjustment,Final,1.944,1.180,0.147,.,3.271,.,.,.,.,.
2015,4,VT,2548,City of Burlington Electric - (VT),Final,0.230,0.804,0.038,0.000,1.072,64,31,1,0,96
