seqID,gender,age,ethnicity,hhSize,hhChild,hhTeen,hhElder,hhIncomeAnnual
75680,Female,15,White,2,0,1,0,7
75681,Female,40,Black,1,0,0,0,7
75682,Male,29,Asian,2,0,0,0,9
75683,Male,23,Hispanic,4,0,0,0,77
75684,Female,33,White,4,0,2,0,9
75685,Female,62,Black,2,0,0,1,1
75686,Male,41,White,5,0,3,0,8
75687,Female,20,White,5,0,2,0,15
75688,Female,57,Hispanic,4,0,1,0,2
75689,Male,58,Black,3,0,0,0,5
75690,Male,34,Hispanic,5,0,2,0,7
75691,Female,70,Black,5,0,3,1,4
75692,Male,18,White,2,0,0,0,14
75693,Male,0,White,3,2,0,0,1
75694,Male,9,Hispanic,6,0,4,0,99
75695,Female,74,Hispanic,5,1,2,1,6
75696,Female,80,White,2,0,0,1,3
75697,Female,10,White,4,0,2,0,9
75698,Male,22,White,7,1,3,0,15
75699,Female,62,Hispanic,5,0,2,1,4
75700,Male,68,Hispanic,4,0,2,1,4
75701,Female,2,White,5,1,2,0,15
75702,Female,59,White,1,0,0,0,8
75703,Male,3,Black,4,2,0,0,13
75704,Male,24,Hispanic,4,0,1,0,3
75705,Female,50,White,1,0,0,0,15
75706,Female,44,Black,2,0,1,0,6
75707,Female,14,Hispanic,5,1,3,0,4
75708,Female,5,Black,6,3,1,0,1
75709,Female,30,Hispanic,2,0,0,0,9
75710,Male,35,White,4,0,2,0,15
75711,Male,12,Hispanic,6,1,2,0,14
75712,Male,11,White,7,0,4,0,14
75713,Female,12,Asian,7,0,4,0,2
75714,Male,54,Asian,2,0,0,0,15
75715,Male,12,Hispanic,7,0,2,0,12
75716,Male,2,Hispanic,3,1,0,0,3
75717,Female,80,White,1,0,0,1,4
75718,Male,0,Other,5,3,0,0,14
75719,Male,2,Other,3,1,0,0,6
75720,Male,6,Hispanic,4,0,2,0,9
75721,Male,32,White,6,1,2,1,5
75722,Male,15,Black,4,0,2,0,14
75723,Female,55,Asian,1,0,0,0,4
75724,Male,66,Hispanic,5,1,2,1,8
75725,Male,24,White,3,0,0,0,15
75726,Male,33,White,4,2,0,0,10
75727,Male,0,White,4,2,0,0,6
75728,Male,10,White,2,0,1,0,6
75729,Female,11,Hispanic,7,3,2,0,8
75730,Male,59,White,1,0,0,0,2
75731,Male,8,Hispanic,7,0,4,0,1
75732,Male,15,Hispanic,4,0,2,0,5
75733,Male,56,Black,7,0,0,3,8
75734,Male,18,Black,2,0,0,0,14
75735,Male,19,Asian,7,1,2,0,15
75736,Male,0,White,7,3,3,0,14
75737,Female,20,Hispanic,7,2,0,0,6
75738,Male,47,Hispanic,7,0,3,2,14
75739,Male,20,White,4,0,0,0,15
75740,Female,5,Black,4,2,0,0,7
75741,Female,11,White,7,0,4,0,7
75742,Male,37,Hispanic,4,1,1,0,10
75743,Female,36,Asian,7,0,4,0,2
75744,Female,72,White,1,0,0,1,4
75745,Female,44,Asian,3,0,1,0,7
75746,Female,2,Other,5,2,1,0,14
75747,Male,18,Asian,4,0,1,0,14
75748,Female,80,Asian,2,0,0,2,9
75749,Male,69,Hispanic,1,0,0,1,2
75750,Male,70,White,2,0,0,2,15
75751,Male,47,White,4,0,2,0,15
75752,Female,11,White,6,0,4,0,5
75753,Male,19,Hispanic,4,0,1,0,15
75754,Male,55,White,3,0,1,0,3
75755,Female,41,White,4,0,2,0,15
75756,Female,5,White,5,2,1,0,12
75757,Female,7,Hispanic,6,1,3,0,6
75758,Male,47,Asian,4,0,2,0,15
75759,Male,11,Hispanic,4,0,2,0,15
75760,Female,12,Asian,7,0,2,1,15
75761,Female,6,Black,5,0,2,0,NA
75762,Female,61,White,2,0,0,1,10
75763,Male,32,Hispanic,4,0,2,0,6
75764,Female,2,Hispanic,2,1,0,0,2
75765,Female,7,Black,4,1,1,0,14
75766,Female,16,White,3,0,1,0,4
75767,Female,9,Hispanic,4,0,2,0,7
75768,Male,46,Asian,4,2,0,0,10
75769,Male,72,White,5,0,0,3,15
75770,Female,10,White,5,0,3,0,2
75771,Male,70,White,2,0,0,2,12
75772,Female,15,White,5,0,3,0,15
75773,Female,19,White,4,2,0,0,6
75774,Male,80,White,1,0,0,1,4
75775,Male,41,White,5,2,1,0,12
75776,Female,21,White,2,0,0,0,5
75777,Male,9,Asian,4,0,1,0,15
75778,Male,62,Asian,4,0,0,1,6
75779,Male,29,White,1,0,0,0,77
75780,Male,66,White,1,0,0,1,5
75781,Male,65,White,2,0,0,2,15
75782,Male,6,Hispanic,7,0,4,0,77
75783,Male,55,Asian,2,0,0,0,7
75784,Male,57,Hispanic,4,0,2,0,15
75785,Female,22,Black,4,0,0,0,10
75786,Female,54,Other,4,0,3,0,6
75787,Male,72,White,3,0,0,1,13
75788,Female,50,White,3,0,1,0,15
75789,Male,58,White,2,0,0,0,15
75790,Female,28,Hispanic,5,2,0,1,14
75791,Female,12,Black,7,0,4,0,15
75792,Male,42,White,4,1,0,1,7
75793,Female,2,White,5,2,1,0,9
75794,Female,8,Black,4,0,2,0,15
75795,Male,79,Hispanic,2,0,0,2,5
75796,Female,14,Black,5,1,2,0,6
75797,Female,47,White,3,0,1,0,14
75798,Male,9,Hispanic,6,2,2,0,7
75799,Female,22,White,3,1,0,0,6
75800,Male,9,Hispanic,6,0,4,0,5
75801,Male,3,Hispanic,6,1,1,0,5
75802,Male,15,Hispanic,6,0,2,0,12
75803,Male,40,Black,6,0,3,0,6
75804,Male,0,White,3,1,0,0,15
75805,Female,53,White,2,0,1,0,5
75806,Male,7,White,5,2,1,0,12
75807,Female,32,White,4,2,0,0,14
75808,Male,75,White,2,0,0,2,12
75809,Male,13,White,4,0,2,0,14
75810,Male,7,White,4,0,2,0,15
75811,Female,8,Hispanic,6,1,2,1,7
75812,Female,1,White,4,2,0,0,15
75813,Female,6,Black,7,1,4,0,5
75814,Male,28,White,1,0,0,0,1
75815,Male,7,Other,2,0,1,0,7
75816,Female,17,Asian,5,1,2,0,9
75817,Female,53,Asian,5,0,1,0,8
75818,Female,6,Black,2,0,1,0,6
75819,Male,20,White,5,0,1,0,8
75820,Female,43,Asian,4,0,2,0,15
75821,Male,25,Asian,4,0,1,0,10
75822,Female,34,White,4,2,0,0,15
75823,Female,43,Other,7,0,2,0,15
75824,Female,50,White,1,0,0,0,4
75825,Female,40,Asian,4,1,1,0,7
75826,Male,70,Hispanic,3,0,1,2,7
75827,Female,14,Other,5,0,3,0,14
75828,Female,43,White,3,1,0,0,14
75829,Male,5,Hispanic,6,2,0,0,4
75830,Female,18,Black,7,2,4,0,14
75831,Female,34,White,2,0,0,0,15
75832,Female,14,Hispanic,5,0,2,0,6
75833,Male,15,Black,7,0,4,1,8
75834,Male,0,Other,5,2,0,0,6
75835,Male,31,White,3,0,0,0,15
75836,Male,16,Other,4,0,1,0,15
75837,Male,55,White,7,0,0,0,14
75838,Male,80,White,2,0,0,2,14
75839,Female,40,Black,5,1,2,0,6
75840,Male,52,White,2,0,0,0,15
75841,Female,41,White,2,0,0,0,7
75842,Male,23,Other,5,0,1,1,77
75843,Female,0,Hispanic,6,3,0,0,8
75844,Female,16,White,5,0,1,0,15
75845,Male,59,Hispanic,3,0,0,0,8
75846,Female,7,Hispanic,5,0,4,0,2
75847,Female,6,Black,4,0,2,0,12
75848,Male,59,White,2,0,0,0,15
75849,Female,3,Hispanic,3,1,0,1,3
75850,Female,37,Asian,7,1,0,3,15
75851,Male,11,Hispanic,4,0,1,0,15
75852,Male,7,White,4,0,2,0,15
75853,Female,19,Hispanic,4,3,0,0,3
75854,Male,18,White,3,0,1,0,8
75855,Female,34,White,3,1,0,0,8
75856,Female,28,Hispanic,3,1,0,0,8
75857,Female,7,Black,5,1,2,0,14
75858,Female,20,Black,4,0,1,0,7
75859,Female,11,Hispanic,5,1,2,0,15
75860,Male,60,Asian,2,0,0,1,14
75861,Female,52,Black,2,0,0,0,9
75862,Female,10,Hispanic,5,2,1,0,7
75863,Female,62,Other,1,0,0,1,13
75864,Female,4,Black,4,2,0,0,6
75865,Female,5,Black,7,3,4,0,1
75866,Male,12,Hispanic,6,0,3,0,14
75867,Male,1,Asian,3,1,0,0,15
75868,Female,0,White,4,2,0,0,10
75869,Male,27,Black,4,1,1,0,8
75870,Female,40,Hispanic,5,2,1,0,9
75871,Female,57,White,2,0,0,1,8
75872,Female,21,Black,3,1,0,0,3
75873,Male,9,White,6,1,3,0,15
75874,Male,57,White,3,0,0,0,8
75875,Male,14,Black,5,0,3,0,6
75876,Male,4,White,4,1,1,0,15
75877,Male,1,White,4,2,0,0,9
75878,Female,12,Hispanic,6,0,4,0,6
75879,Male,56,White,1,0,0,0,3
75880,Female,13,Asian,5,1,2,0,8
75881,Female,25,Hispanic,5,0,2,0,7
75882,Male,54,White,3,0,0,0,15
75883,Female,48,White,3,0,0,2,3
75884,Female,3,White,7,2,2,0,5
75885,Male,40,White,2,0,0,0,15
75886,Male,12,Hispanic,7,2,4,1,12
75887,Female,56,Black,1,0,0,0,9
75888,Female,44,White,3,0,2,0,7
75889,Male,4,Hispanic,3,1,0,0,7
75890,Female,43,White,5,1,1,0,8
75891,Male,2,White,4,1,1,0,6
75892,Female,80,White,1,0,0,1,6
75893,Female,49,Asian,4,0,0,0,14
75894,Female,46,White,3,0,0,0,14
75895,Female,55,White,2,0,1,0,3
75896,Male,26,White,3,1,0,0,7
75897,Female,0,White,3,1,0,0,14
75898,Male,24,White,3,1,0,0,7
75899,Female,31,White,5,0,2,1,NA
75900,Male,21,Asian,5,0,0,0,7
75901,Female,19,White,4,0,1,0,9
75902,Male,19,Hispanic,4,0,1,0,5
75903,Male,28,Black,4,2,0,0,4
75904,Female,70,Hispanic,4,0,0,1,6
75905,Female,39,Asian,2,0,0,0,14
75906,Male,17,White,3,0,1,1,5
75907,Male,40,White,7,1,4,0,8
75908,Female,24,Black,1,0,0,0,5
75909,Female,77,Hispanic,1,0,0,1,2
75910,Male,30,White,4,2,0,0,7
75911,Male,67,Black,1,0,0,1,8
75912,Male,80,Black,3,0,0,2,9
75913,Female,32,White,1,0,0,0,NA
75914,Male,1,Hispanic,4,1,0,0,3
75915,Female,63,Hispanic,1,0,0,1,5
75916,Male,7,White,5,1,2,0,7
75917,Female,13,Black,5,1,3,0,5
75918,Female,7,White,4,1,2,0,7
75919,Female,23,White,5,2,0,0,12
75920,Male,11,Hispanic,3,0,1,0,6
75921,Male,76,Black,2,0,0,2,14
75922,Female,65,White,2,0,0,2,14
75923,Male,80,White,2,0,0,2,9
75924,Male,30,Other,5,0,1,0,10
75925,Male,51,Black,1,0,0,0,2
75926,Male,10,White,3,1,1,0,3
75927,Male,30,Black,3,0,0,0,12
75928,Female,31,White,3,1,0,0,15
75929,Female,23,Black,4,0,0,0,9
75930,Female,7,Black,5,0,3,0,10
75931,Male,18,Asian,5,0,0,0,7
75932,Male,41,Hispanic,2,0,0,0,15
75933,Female,53,Black,1,0,0,0,7
75934,Male,46,White,2,0,0,0,2
75935,Male,4,Hispanic,6,1,2,0,9
75936,Female,35,Hispanic,3,1,1,0,3
75937,Male,77,White,2,0,0,2,14
75938,Female,33,Hispanic,3,0,0,1,15
75939,Male,13,Black,6,1,4,0,5
75940,Male,4,White,6,2,1,0,15
75941,Male,8,White,5,1,2,0,2
75942,Male,78,Black,2,0,0,2,9
75943,Male,2,Hispanic,7,3,0,0,1
75944,Male,16,Asian,4,0,2,0,15
75945,Male,60,Asian,6,0,2,2,9
75946,Female,71,White,1,0,0,1,6
75947,Female,13,Black,3,0,2,0,14
75948,Female,5,Hispanic,4,2,1,0,3
75949,Female,40,Hispanic,4,0,2,0,6
75950,Female,0,Black,3,1,1,0,2
75951,Female,32,Black,3,0,0,0,12
75952,Female,36,Hispanic,3,0,2,0,4
75953,Female,4,Hispanic,3,1,1,0,2
75954,Female,54,White,5,0,1,0,10
75955,Female,72,Asian,2,0,0,2,15
75956,Male,80,White,2,0,0,2,14
75957,Male,21,Hispanic,4,0,0,0,15
75958,Female,29,Asian,3,1,0,0,15
75959,Female,0,White,4,1,0,0,14
75960,Male,76,Hispanic,6,0,3,2,14
75961,Male,10,Hispanic,4,0,2,0,8
75962,Male,64,Hispanic,5,0,0,2,7
75963,Female,6,Hispanic,2,0,1,0,8
75964,Male,71,White,3,0,1,1,15
75965,Female,64,White,1,0,0,1,3
75966,Female,37,White,1,0,0,0,10
75967,Female,7,Black,5,0,3,0,6
75968,Male,2,Hispanic,3,1,0,0,15
75969,Male,69,Asian,2,0,0,1,9
75970,Male,30,White,4,1,1,0,5
75971,Male,12,Black,7,1,4,0,5
75972,Female,5,Hispanic,3,1,0,0,3
75973,Male,65,White,2,0,0,1,15
75974,Female,71,White,3,0,0,2,10
75975,Male,31,White,6,1,2,0,6
75976,Male,67,Black,1,0,0,1,5
75977,Male,25,White,1,0,0,0,5
75978,Male,71,White,2,0,0,1,7
75979,Female,6,Black,7,0,4,0,15
75980,Male,31,White,2,0,0,0,15
75981,Female,5,White,5,3,0,0,15
75982,Female,75,White,1,0,0,1,3
75983,Male,6,Other,3,0,1,0,6
75984,Male,15,Black,5,0,2,0,15
75985,Female,40,White,3,0,0,0,4
75986,Male,55,Hispanic,4,0,0,0,8
75987,Female,80,White,5,0,0,1,12
75988,Male,18,Black,2,0,0,0,12
75989,Male,32,Black,3,0,0,0,6
75990,Male,9,Hispanic,3,0,1,0,10
75991,Male,80,White,1,0,0,1,8
75992,Female,34,White,2,1,0,0,4
75993,Male,48,White,3,0,0,0,15
75994,Female,0,Hispanic,3,1,0,0,5
75995,Male,6,White,5,0,3,0,15
75996,Male,61,Black,5,0,1,3,12
75997,Female,20,Black,1,0,0,0,4
75998,Female,76,White,2,0,0,2,14
75999,Male,19,Asian,3,0,0,0,2
76000,Female,0,Hispanic,4,2,0,0,10
76001,Male,16,Black,6,1,3,0,14
76002,Female,0,Hispanic,4,2,0,0,7
76003,Female,10,White,4,1,1,0,15
76004,Female,58,Other,1,0,0,0,1
76005,Female,14,Hispanic,5,0,3,0,77
76006,Female,32,White,1,0,0,0,2
76007,Female,36,White,4,1,1,0,15
76008,Female,31,Other,5,0,3,0,7
76009,Female,11,Black,5,2,2,0,14
76010,Male,68,Hispanic,3,0,1,1,5
76011,Female,32,Hispanic,4,0,2,0,4
76012,Male,59,Asian,4,0,0,1,9
76013,Male,1,White,5,1,2,0,2
76014,Female,16,Hispanic,5,0,3,0,15
76015,Female,30,Black,2,0,0,0,15
76016,Male,79,White,2,0,0,2,8
76017,Male,2,Asian,4,2,0,0,15
76018,Male,31,White,2,0,0,0,6
76019,Male,29,Hispanic,6,2,2,0,1
76020,Male,32,White,1,0,0,0,3
76021,Female,0,Hispanic,7,3,3,0,6
76022,Male,3,White,5,3,0,0,9
76023,Male,67,Black,2,0,0,1,15
76024,Female,40,Black,3,0,2,0,15
76025,Male,51,White,1,0,0,0,15
76026,Female,9,White,6,0,3,0,14
76027,Female,5,Asian,3,1,0,0,4
76028,Female,57,Black,2,0,0,0,5
76029,Male,3,Asian,4,2,0,0,10
76030,Male,32,Black,4,2,0,0,14
76031,Male,4,White,4,3,0,0,1
76032,Male,18,Hispanic,3,0,0,0,8
76033,Female,69,Hispanic,1,0,0,1,6
76034,Female,20,White,1,0,0,0,5
76035,Male,0,White,4,2,0,0,15
76036,Male,64,Hispanic,1,0,0,1,1
76037,Male,60,Hispanic,2,0,0,1,5
76038,Female,15,White,6,0,4,0,10
76039,Female,26,Hispanic,2,0,0,0,7
76040,Female,60,Black,1,0,0,1,7
76041,Male,52,White,3,0,1,0,9
76042,Female,27,White,4,2,0,0,7
76043,Female,64,Hispanic,2,0,0,2,12
76044,Male,11,Hispanic,6,0,4,0,4
76045,Female,12,Hispanic,7,0,4,0,14
76046,Male,50,White,4,0,2,0,5
76047,Male,9,White,4,1,1,0,14
76048,Male,49,White,7,1,2,0,8
76049,Male,54,White,5,0,0,1,9
76050,Male,7,Black,6,0,4,0,3
76051,Male,50,White,3,0,1,0,77
76052,Female,10,Hispanic,4,0,2,0,5
76053,Female,5,Hispanic,3,1,0,0,15
76054,Female,22,Asian,2,0,0,0,4
76055,Female,18,Black,3,0,0,0,2
76056,Male,17,Black,4,0,2,0,2
76057,Male,18,White,3,0,0,0,7
76058,Female,0,Hispanic,6,3,1,0,8
76059,Male,21,Black,2,0,0,0,10
76060,Female,32,White,2,0,0,0,15
76061,Female,10,Black,3,0,2,1,5
76062,Male,30,White,5,1,2,0,7
76063,Female,0,Asian,6,3,1,0,8
76064,Male,42,White,1,0,0,0,10
76065,Male,1,Asian,4,2,0,0,15
76066,Male,17,Hispanic,2,0,1,0,6
76067,Male,26,White,3,1,0,0,9
76068,Female,13,Black,3,0,2,0,6
76069,Male,44,Black,4,0,2,0,15
76070,Male,15,White,4,0,2,0,8
76071,Male,34,White,4,2,0,0,15
76072,Male,73,White,2,0,0,2,3
76073,Male,21,White,5,0,0,1,15
76074,Male,70,Black,3,0,1,2,9
76075,Male,35,White,4,1,1,0,8
76076,Female,51,White,4,1,0,0,5
76077,Female,45,Black,5,2,1,0,4
76078,Male,48,Hispanic,3,1,0,0,15
76079,Female,19,Black,5,1,1,0,5
76080,Female,6,Hispanic,5,0,2,0,5
76081,Male,35,White,5,1,2,0,15
76082,Male,30,White,2,0,0,0,15
76083,Male,11,White,5,0,3,0,15
76084,Male,48,Hispanic,4,0,1,0,15
76085,Male,2,Hispanic,5,1,2,0,6
76086,Male,18,White,4,1,0,1,6
76087,Male,55,Hispanic,7,0,0,1,15
76088,Male,27,White,3,0,0,0,15
76089,Female,17,White,3,0,2,0,5
76090,Male,44,White,2,0,0,0,15
76091,Female,66,Asian,2,0,0,2,15
76092,Female,74,Asian,2,0,0,2,99
76093,Female,11,White,4,0,2,0,15
76094,Male,18,Hispanic,7,1,2,1,5
76095,Female,41,Other,7,2,0,1,77
76096,Male,37,Hispanic,4,1,1,0,15
76097,Female,66,White,2,0,0,2,15
76098,Male,5,Other,3,2,0,0,6
76099,Female,14,Other,4,0,2,0,6
76100,Female,6,White,6,1,3,0,15
76101,Female,20,Black,3,0,1,0,1
76102,Male,16,Other,6,0,2,2,15
76103,Female,45,White,5,0,3,0,15
76104,Female,45,Hispanic,7,0,4,0,14
76105,Male,7,Hispanic,3,0,2,0,1
76106,Male,39,Hispanic,5,0,2,0,99
76107,Female,59,Other,5,1,0,0,5
76108,Male,48,White,5,0,1,0,15
76109,Male,36,Other,4,2,0,0,8
76110,Male,22,White,7,1,0,0,5
76111,Male,2,Black,5,1,2,0,6
76112,Male,63,Black,2,0,0,2,15
76113,Female,5,White,5,2,1,0,10
76114,Male,18,White,2,0,0,0,NA
76115,Female,15,Asian,3,0,1,0,7
76116,Male,68,White,3,0,1,1,13
76117,Female,72,White,1,0,0,1,6
76118,Female,60,Asian,3,0,0,2,7
76119,Male,49,Black,6,0,1,2,5
76120,Male,40,Black,5,0,3,0,7
76121,Male,11,Black,7,1,4,0,5
76122,Female,0,Hispanic,5,2,0,0,5
76123,Male,0,Hispanic,7,2,4,0,8
76124,Male,0,White,3,1,0,0,13
76125,Male,12,White,6,0,4,0,15
76126,Female,27,Black,4,2,1,0,3
76127,Male,67,Black,2,0,0,1,15
76128,Female,74,White,1,0,0,1,1
76129,Female,41,Asian,1,0,0,0,14
76130,Female,4,Hispanic,4,1,1,0,NA
76131,Female,0,White,4,2,0,0,6
76132,Female,18,Hispanic,5,0,1,0,4
76133,Female,47,Hispanic,3,0,1,0,14
76134,Male,58,White,2,0,0,1,4
76135,Male,16,Black,3,0,1,0,6
76136,Female,53,Hispanic,3,0,0,2,8
76137,Male,56,Hispanic,2,0,0,0,14
76138,Female,39,Black,3,0,2,0,6
76139,Female,76,White,4,0,0,2,13
76140,Female,27,White,4,1,1,0,6
76141,Female,40,White,5,1,1,0,NA
76142,Male,2,White,5,2,1,0,10
76143,Female,1,Hispanic,5,1,2,0,6
76144,Male,80,White,1,0,0,1,3
76145,Female,60,White,2,0,0,2,15
76146,Female,23,Black,4,0,0,1,6
76147,Male,54,White,2,0,0,0,12
76148,Female,32,Black,2,0,1,0,6
76149,Female,68,Hispanic,3,0,0,2,10
76150,Female,58,White,1,0,0,0,2
76151,Male,55,White,2,0,0,0,2
76152,Female,2,White,4,1,0,1,6
76153,Male,16,Hispanic,5,0,1,0,2
76154,Female,29,White,1,0,0,0,8
76155,Male,10,Hispanic,6,0,3,2,14
76156,Male,61,Black,5,0,1,2,14
76157,Female,50,White,1,0,0,0,9
76158,Female,72,White,2,0,0,2,3
76159,Male,75,White,1,0,0,1,6
76160,Female,25,White,4,0,0,1,6
76161,Male,34,White,2,0,0,0,6
76162,Female,10,Hispanic,7,0,3,1,9
76163,Female,10,Hispanic,4,1,1,0,15
76164,Female,62,White,1,0,0,1,3
76165,Female,7,Hispanic,5,0,1,0,7
76166,Female,8,Asian,6,1,3,0,77
76167,Female,42,Asian,3,1,0,0,77
76168,Male,52,White,5,2,0,0,5
76169,Female,43,White,2,0,0,0,8
76170,Female,55,Asian,1,0,0,0,15
76171,Male,80,Asian,1,0,0,1,7
76172,Male,13,Hispanic,7,0,4,1,8
76173,Male,19,Other,6,0,1,0,8
76174,Male,21,White,2,0,0,0,14
76175,Female,6,Black,6,2,1,0,6
76176,Male,17,Black,5,0,3,0,7
76177,Male,7,White,4,0,2,0,15
76178,Female,49,Asian,6,0,3,1,15
76179,Female,54,White,3,0,1,0,14
76180,Male,55,White,7,0,4,0,1
76181,Female,45,Black,2,0,1,0,5
76182,Male,3,White,4,2,0,0,3
76183,Female,17,White,3,0,1,0,9
76184,Male,59,White,4,0,1,0,7
76185,Female,3,Asian,5,1,2,0,15
76186,Female,53,Hispanic,4,0,0,0,12
76187,Female,56,White,7,1,2,1,15
76188,Female,74,Asian,1,0,0,1,3
76189,Female,15,Hispanic,3,0,1,0,5
76190,Male,48,White,7,0,0,0,12
76191,Female,18,Hispanic,6,2,0,0,4
76192,Female,66,White,5,1,0,2,7
76193,Female,39,Hispanic,4,0,2,0,3
76194,Male,0,Black,7,2,3,0,12
76195,Male,18,Other,5,0,0,0,7
76196,Male,3,Hispanic,5,1,1,0,4
76197,Female,45,Black,4,0,1,0,1
76198,Female,11,White,7,2,3,0,7
76199,Female,56,White,3,0,0,1,6
76200,Male,2,Black,5,2,1,0,14
76201,Male,64,Black,2,0,0,1,77
76202,Female,0,White,5,2,1,0,7
76203,Male,13,White,6,0,4,0,5
76204,Female,45,White,5,0,3,0,15
76205,Female,1,Hispanic,6,2,2,0,7
76206,Female,38,Hispanic,5,1,2,0,9
76207,Male,6,Black,3,1,1,0,7
76208,Male,51,Black,7,0,3,0,15
76209,Male,59,White,2,0,0,1,15
76210,Female,17,Hispanic,5,1,2,0,15
76211,Male,17,Hispanic,4,0,2,0,14
76212,Female,34,Hispanic,4,0,2,0,9
76213,Male,78,White,3,0,0,2,10
76214,Female,18,Hispanic,7,2,1,0,7
76215,Female,43,Hispanic,4,0,1,0,14
76216,Male,13,White,5,0,2,0,8
76217,Female,53,Hispanic,7,0,4,0,4
76218,Female,36,White,4,0,2,0,15
76219,Male,8,White,5,1,2,0,14
76220,Male,56,White,3,0,0,0,15
76221,Female,16,Hispanic,6,1,3,0,7
76222,Male,2,Black,5,2,1,0,3
76223,Male,76,White,2,0,0,2,10
76224,Female,74,White,1,0,0,1,2
76225,Male,80,White,2,0,0,2,12
76226,Male,43,Other,4,0,1,0,6
76227,Female,26,White,2,0,0,0,4
76228,Male,1,Black,5,3,0,0,6
76229,Male,17,Hispanic,7,0,3,2,14
76230,Male,24,White,2,0,0,0,12
76231,Male,25,Hispanic,3,1,0,0,9
76232,Male,29,Hispanic,6,2,0,0,4
76233,Female,54,Hispanic,7,2,4,1,12
76234,Female,17,Hispanic,3,0,2,0,3
76235,Female,76,White,1,0,0,1,7
76236,Female,40,Hispanic,4,0,0,0,15
76237,Male,4,Asian,4,2,0,0,14
76238,Female,61,Asian,1,0,0,1,7
76239,Female,13,Hispanic,7,0,4,0,14
76240,Male,35,White,7,3,4,0,8
76241,Male,20,White,2,0,0,0,15
76242,Female,19,Black,5,1,2,0,6
76243,Female,59,Hispanic,3,0,0,0,12
76244,Female,15,Other,7,2,3,0,6
76245,Female,12,Black,5,0,3,1,4
76246,Male,44,Hispanic,5,0,2,0,5
76247,Male,2,Other,4,2,0,1,6
76248,Male,50,Black,5,0,1,0,15
76249,Male,0,White,3,1,0,0,5
76250,Male,11,White,6,0,3,0,15
76251,Female,11,Hispanic,6,1,3,0,7
76252,Female,70,White,3,0,0,2,6
76253,Female,27,Asian,6,1,0,0,4
76254,Female,1,Hispanic,5,2,0,0,99
76255,Male,2,Black,4,1,1,0,77
76256,Female,50,White,2,0,0,0,15
76257,Female,2,Other,7,2,0,1,77
76258,Female,11,Black,5,1,2,0,3
76259,Female,16,Asian,5,1,2,0,10
76260,Male,15,White,4,0,1,0,6
76261,Male,20,Asian,2,0,0,0,6
76262,Male,3,Black,3,1,0,0,4
76263,Male,9,Asian,6,1,3,0,77
76264,Male,80,White,1,0,0,1,7
76265,Male,12,Black,5,1,3,0,1
76266,Male,7,Black,5,0,3,0,6
76267,Male,63,Black,3,0,0,2,8
76268,Female,1,White,5,1,2,0,7
76269,Female,28,White,2,0,0,0,15
76270,Female,24,White,5,2,0,2,9
76271,Male,61,White,1,0,0,1,14
76272,Female,42,White,3,1,0,0,14
76273,Male,4,Hispanic,4,1,0,2,5
76274,Male,0,White,3,1,0,0,9
76275,Male,1,Hispanic,7,2,4,0,8
76276,Male,42,Hispanic,5,0,1,0,77
76277,Male,80,White,2,0,0,2,4
76278,Male,7,White,4,0,1,0,9
76279,Female,15,Hispanic,4,0,3,0,4
76280,Male,0,Hispanic,6,1,3,0,77
76281,Female,49,White,1,0,0,0,2
76282,Female,62,Hispanic,2,0,0,2,14
76283,Male,1,White,5,2,0,0,3
76284,Male,29,Hispanic,4,0,2,0,3
76285,Male,40,White,5,0,3,0,15
76286,Male,59,White,1,0,0,0,4
76287,Male,2,Hispanic,6,2,2,0,2
76288,Female,30,White,3,2,0,0,2
76289,Female,24,Asian,4,0,0,0,15
76290,Female,42,Other,6,0,1,0,8
76291,Female,2,Hispanic,5,1,2,0,15
76292,Male,44,White,5,1,1,0,NA
76293,Male,14,White,5,0,2,0,15
76294,Male,72,Black,1,0,0,1,2
76295,Male,41,White,2,0,0,0,10
76296,Female,33,Asian,4,1,1,0,15
76297,Male,40,White,4,0,2,0,12
76298,Female,57,White,3,0,1,0,14
76299,Female,16,Black,2,0,1,0,7
76300,Male,9,Hispanic,5,1,2,1,6
76301,Female,28,Hispanic,2,0,0,0,15
76302,Male,49,Black,4,0,2,0,15
76303,Female,43,Black,7,2,3,0,12
76304,Female,18,Black,5,0,3,0,2
76305,Male,18,White,4,0,1,0,4
76306,Male,66,White,2,0,0,2,15
76307,Female,41,Hispanic,6,1,3,0,6
76308,Female,8,Asian,4,1,1,0,NA
76309,Female,3,White,7,1,4,1,3
76310,Female,50,White,5,0,3,0,15
76311,Female,16,White,4,0,3,0,2
76312,Female,65,Black,4,0,1,2,8
76313,Female,27,White,3,0,0,0,15
76314,Female,38,White,4,1,1,0,15
76315,Female,10,White,5,1,2,0,6
76316,Female,45,White,4,0,1,0,6
76317,Female,40,Hispanic,5,0,3,0,77
76318,Male,0,White,7,3,3,2,5
76319,Female,9,Black,6,0,4,0,8
76320,Female,63,White,4,1,0,1,9
76321,Female,5,Black,4,2,1,0,7
76322,Female,43,Hispanic,6,2,1,0,5
76323,Female,12,Other,3,0,2,0,8
76324,Male,2,Black,4,1,1,0,9
76325,Male,64,Hispanic,1,0,0,1,2
76326,Male,32,Hispanic,2,0,0,0,9
76327,Male,0,White,4,2,0,0,7
76328,Male,16,White,7,0,4,2,6
76329,Female,5,Other,5,2,1,0,2
